"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)","Category","Name","Number","Min","Max","Unit","Type","Operation"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","NORTHWEST",10,"PICKENS","077",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED","7","56.2",NA,NA,NA,NA,NA,NA,"BEARING","ACRES"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","NORTHWEST",10,"PICKENS","077",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED","7","56.3",NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","NORTHWEST",10,"PICKENS","077",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES NON-BEARING","TOTAL","NOT SPECIFIED","(Z)","62.3",NA,NA,NA,NA,NA,NA,"BEARING","ACRES NON"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","NORTHWEST",10,"PICKENS","077",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","15","44.8",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","NORTHWEST",10,"PICKENS","077",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","18","46.0",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","NORTHWEST",10,"PICKENS","077",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","3","87.8",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA NON"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","NORTHWEST",10,"SPARTANBURG","083",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED","182","56.2",NA,NA,NA,NA,NA,NA,"BEARING","ACRES"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","NORTHWEST",10,"SPARTANBURG","083",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED","182","56.3",NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","NORTHWEST",10,"SPARTANBURG","083",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","14","44.8",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","NORTHWEST",10,"SPARTANBURG","083",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","14","46.0",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","SOUTHERN",80,"BEAUFORT","013",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED","13","56.2",NA,NA,NA,NA,NA,NA,"BEARING","ACRES"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","SOUTHERN",80,"BEAUFORT","013",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED","13","56.3",NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","SOUTHERN",80,"BEAUFORT","013",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","7","44.8",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","SOUTHERN",80,"BEAUFORT","013",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","7","46.0",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","SOUTHERN",80,"BERKELEY","015",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","SOUTHERN",80,"BERKELEY","015",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED","17","56.3",NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","SOUTHERN",80,"BERKELEY","015",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES NON"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","SOUTHERN",80,"BERKELEY","015",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","4","44.8",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","SOUTHERN",80,"BERKELEY","015",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","4","46.0",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","SOUTHERN",80,"BERKELEY","015",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","1","(L)",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA NON"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","SOUTHERN",80,"CHARLESTON","019",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED","68","56.2",NA,NA,NA,NA,NA,NA,"BEARING","ACRES"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","SOUTHERN",80,"CHARLESTON","019",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED","68","56.3",NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","SOUTHERN",80,"CHARLESTON","019",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","11","44.8",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","SOUTHERN",80,"CHARLESTON","019",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","11","46.0",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","SOUTHERN",80,"COLLETON","029",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","SOUTHERN",80,"COLLETON","029",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","SOUTHERN",80,"COLLETON","029",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES NON"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","SOUTHERN",80,"COLLETON","029",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","1","(L)",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","SOUTHERN",80,"COLLETON","029",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","3","46.0",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","SOUTHERN",80,"COLLETON","029",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","2","87.8",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA NON"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","SOUTHERN",80,"DORCHESTER","035",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","SOUTHERN",80,"DORCHESTER","035",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED","2","56.3",NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","SOUTHERN",80,"DORCHESTER","035",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES NON"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","SOUTHERN",80,"DORCHESTER","035",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","1","(L)",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","SOUTHERN",80,"DORCHESTER","035",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","6","46.0",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","SOUTHERN",80,"DORCHESTER","035",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","5","87.8",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA NON"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","WEST CENTRAL",40,"ABBEVILLE","001",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED","3","56.3",NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","WEST CENTRAL",40,"ABBEVILLE","001",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES NON-BEARING","TOTAL","NOT SPECIFIED","3","62.3",NA,NA,NA,NA,NA,NA,"BEARING","ACRES NON"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","WEST CENTRAL",40,"ABBEVILLE","001",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","3","46.0",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","WEST CENTRAL",40,"ABBEVILLE","001",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","3","87.8",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA NON"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","WEST CENTRAL",40,"AIKEN","003",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","WEST CENTRAL",40,"AIKEN","003",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","WEST CENTRAL",40,"AIKEN","003",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES NON-BEARING","TOTAL","NOT SPECIFIED","1","62.3",NA,NA,NA,NA,NA,NA,"BEARING","ACRES NON"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","WEST CENTRAL",40,"AIKEN","003",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","5","44.8",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","WEST CENTRAL",40,"AIKEN","003",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","11","46.0",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","WEST CENTRAL",40,"AIKEN","003",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","6","87.8",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA NON"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","WEST CENTRAL",40,"EDGEFIELD","037",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED","45","56.2",NA,NA,NA,NA,NA,NA,"BEARING","ACRES"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","WEST CENTRAL",40,"EDGEFIELD","037",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED","45","56.3",NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","WEST CENTRAL",40,"EDGEFIELD","037",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","14","44.8",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","WEST CENTRAL",40,"EDGEFIELD","037",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","14","46.0",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","WEST CENTRAL",40,"GREENWOOD","047",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","WEST CENTRAL",40,"GREENWOOD","047",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","WEST CENTRAL",40,"GREENWOOD","047",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","4","44.8",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","WEST CENTRAL",40,"GREENWOOD","047",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","4","46.0",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","WEST CENTRAL",40,"NEWBERRY","071",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","WEST CENTRAL",40,"NEWBERRY","071",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED","9","56.3",NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","WEST CENTRAL",40,"NEWBERRY","071",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES NON"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","WEST CENTRAL",40,"NEWBERRY","071",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","7","44.8",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","WEST CENTRAL",40,"NEWBERRY","071",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","7","46.0",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","WEST CENTRAL",40,"NEWBERRY","071",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","4","87.8",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA NON"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","WEST CENTRAL",40,"SALUDA","081",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","WEST CENTRAL",40,"SALUDA","081",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","WEST CENTRAL",40,"SALUDA","081",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","4","44.8",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH CAROLINA","45","WEST CENTRAL",40,"SALUDA","081",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","4","46.0",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH DAKOTA","46","EAST CENTRAL",60,"BROOKINGS","011",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH DAKOTA","46","EAST CENTRAL",60,"BROOKINGS","011",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH DAKOTA","46","EAST CENTRAL",60,"BROOKINGS","011",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES NON"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH DAKOTA","46","EAST CENTRAL",60,"BROOKINGS","011",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","1","(L)",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH DAKOTA","46","EAST CENTRAL",60,"BROOKINGS","011",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","1","(L)",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH DAKOTA","46","EAST CENTRAL",60,"BROOKINGS","011",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","1","(L)",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA NON"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH DAKOTA","46","EAST CENTRAL",60,"KINGSBURY","077",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH DAKOTA","46","EAST CENTRAL",60,"KINGSBURY","077",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH DAKOTA","46","EAST CENTRAL",60,"KINGSBURY","077",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","1","(L)",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH DAKOTA","46","EAST CENTRAL",60,"KINGSBURY","077",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","1","(L)",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH DAKOTA","46","EAST CENTRAL",60,"LAKE","079",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH DAKOTA","46","EAST CENTRAL",60,"LAKE","079",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH DAKOTA","46","EAST CENTRAL",60,"LAKE","079",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","1","(L)",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH DAKOTA","46","EAST CENTRAL",60,"LAKE","079",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","1","(L)",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH DAKOTA","46","NORTH CENTRAL",20,"FAULK","049",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH DAKOTA","46","NORTH CENTRAL",20,"FAULK","049",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES NON"
"CENSUS",2022,"YEAR",NA,"COUNTY","SOUTH DAKOTA","46","NORTH CENTRAL",20,"FAULK","049",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","1","(L)",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
